family_id	tandemx_array_bp	selected_annotation_overlap_bp	selected_annotation_fraction_of_array	best_annotation_class	best_annotation_overlap_bp	overlap_class_count	warning
TXF001760	133	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001761	780	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001762	292	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001763	128	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001764	231	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001765	126	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001766	257	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001767	199	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001768	199	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001770	247	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001771	175	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001772	999	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001773	133	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001774	333	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001775	214	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001776	171	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001777	222	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001778	232	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001779	781	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001780	121	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001781	306	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001782	226	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001783	496	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001784	650	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001785	177	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001786	203	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001787	242	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001788	194	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001789	218	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001790	113	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001791	112	112	1.0	45S_rDNA	112	1	
TXF001792	549	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001794	224	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001795	1647	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001796	110	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001797	489	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001798	55	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001799	216	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001800	212	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001801	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001802	190	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001803	196	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001804	166	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001805	85	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001806	75	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001808	176	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001809	1248	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001810	205	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001811	105	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001812	113	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001813	161	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001814	129	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001815	177	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001816	181	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001817	226	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001818	104	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001819	128	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001820	251	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001821	198	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001824	202	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001825	175	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001826	289	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001828	85	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001829	103	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001830	100	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001831	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001832	122	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001833	191	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001834	50	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001835	96	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001836	152	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001837	167	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001839	95	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001840	125	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001841	389	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001842	104	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001843	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001844	69	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001845	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001846	104	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001847	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001848	584	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001849	169	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001850	172	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001851	67	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001852	134	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001854	174	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001856	127	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001857	166	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001858	88	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001859	112	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001860	412	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001861	171	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001862	166	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001863	156	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001864	71	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001865	85	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001866	754	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001867	59	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001868	164	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001869	128	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001870	141	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001871	107	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001872	1354	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001873	143	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001874	142	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001875	117	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001876	239	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001877	121	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001878	75	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001879	80	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001881	7687	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001882	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001884	120	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001885	6716	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001886	81	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001887	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001888	157	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001890	157	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001891	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001892	151	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001893	63	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001894	61	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001895	144	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001896	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001897	136	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001898	93	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001899	93	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001900	229	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001901	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001902	131	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001903	110	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001904	135	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001905	73	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001906	133	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001907	225	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001908	188	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001909	192	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001910	142	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001911	83	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001912	161	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001913	142	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001914	98	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001915	56	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001916	90	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001917	165	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001918	68	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001919	139	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001920	98	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001921	118	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001923	65	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001924	55	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001926	103	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001927	69	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001928	57	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001929	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001930	121	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001931	127	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001932	251	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001933	129	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001934	111	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001935	66	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001936	53	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001937	121	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001938	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001939	135	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001940	99	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001941	133	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001942	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001943	71	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001944	76	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001945	65	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001946	80	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001947	47	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001948	65	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001949	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001950	68	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001951	101	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001952	139	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001953	96	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001954	119	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001955	69	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001956	47	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001958	74	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001959	107	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001960	597	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001961	61	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001962	47	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001963	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001964	104	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001965	125	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001966	125	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001967	70	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001968	94	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001969	101	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001970	73	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001971	124	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001972	89	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001973	99	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001974	98	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001975	71	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001976	73	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001977	70	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001978	61	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001979	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001980	150	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001981	63	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001982	74	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001983	120	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001984	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001986	57	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001987	61	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001988	165	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001989	69	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001991	45	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001992	60	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001993	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001994	117	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001995	58	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001996	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001997	44	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001998	50	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001999	43	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002000	79	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002001	89	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002002	61	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002003	57	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002004	56	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002005	112	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002006	576	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002007	67	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002008	58	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002009	84	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002010	185	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002011	105	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002012	77	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002013	103	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002014	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002015	55	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002016	213	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002017	131	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002018	43	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002019	74	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002020	43	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002021	53	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002022	46	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002023	68	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002024	55	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002025	110	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002026	95	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002027	109	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002028	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002029	76	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002030	54	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002031	65	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002032	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002033	46	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002034	79	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002035	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002036	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002037	212	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002038	46	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002039	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002040	69	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002041	107	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002042	184	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002043	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002044	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002045	59	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002047	315	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002048	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002049	102	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002051	83	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002052	46	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002053	48	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002054	55	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002055	98	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002056	45	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002057	83	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002058	105	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002059	96	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002060	75	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002061	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002062	85	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002063	60	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002065	84	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002066	50	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002067	79	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002068	77	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002069	54	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002070	57	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002071	106	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002072	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002073	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002074	49	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002075	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002076	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002077	60	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002078	94	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002079	85	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002080	58	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002081	74	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002082	94	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002083	94	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002084	95	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002085	45	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002086	76	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002087	89	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002088	43	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002089	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002090	99	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002092	43	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002093	46	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002094	84	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002095	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002096	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002097	75	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002098	101	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002099	60	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002100	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002101	130	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002102	63	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002103	46	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002105	53	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002106	71	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002107	46	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002108	88	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002109	224	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002110	54	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002111	241	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002112	48	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002113	57	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002114	68	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002116	88	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002117	43	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002118	79	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002119	65	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002120	49	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002121	89	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002122	75	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002123	48	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002124	48	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002125	98	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002126	53	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002127	49	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002128	81	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002129	88	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002130	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002131	90	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002132	54	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF002133	83	0	0.0	NA	0	0	no_selected_author_annotation_overlap
